@relation comments-weka.filters.unsupervised.instance.RemovePercentage-P50.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C2-L3-H

@attribute comment string
@attribute classification {TEST,IMPLEMENTATION,DESIGN,DEFECT,DOCUMENTATION}

@data
' TODO we use two visitors here inefficient ',DESIGN
' TODO When is the earliest version supported add the following line setSurrendersFocusOnKeystroke true This should help handle some problems with navigation using tab return to move through cells ',DESIGN
' a kludge to make everything work when no rows returned',DESIGN
' TODO make this do specific arity calling',DESIGN
' JASON Should be part of status bar ',DESIGN
' TODO Because we get called on each and every change event when the model is in a state of flux we will often get an InvalidElementException before we finish this collection The only saving grace is that we are called SO many times that on the last time things should be stable again and we will get a good set of elements for the final update We need a better mechanism ',DESIGN
' TODO In this case the properties panel is not updated with the changed expression ',DEFECT
' TODO Figure out a better way to get the FROM elements in a proper tree structure If this is not the destination of a many to many add it as a child of the origin ',DESIGN
' Note we need a form of eval that passes the callstack through ',DESIGN
' Unused ',DESIGN
' This sets up the editing domain for the model editor TODO We probably need an EditingDomain per Argo project so that we can keep the ResourceSets separate ',DESIGN
' END KLUDGE ',DESIGN
' ugly little workaround for fact that createUniqueKeyLoaders does not handle component properties',DESIGN
' This is a template method called by the ArgoUML framework as the result of a change to a model element Do not call this method directly yourself p Override this in any subclasses in order to change what model elements the FigNode is listening to as a result of change to the model p p This method is guaranteed by the framework to be running on the same thread as the model subsystem p TODO Lets refactor this at some time to take UmlChangeEvent argument param event the UmlChangeEvent that caused the change ',DESIGN
' Save the argo entry TODO Cyclic dependency with PersistenceManager move PersistenceManager getProjectBaseName someplace else',DESIGN
' TODO JavaDoc author Colin Bell ',DOCUMENTATION
' For some reason when the Oracle plugin adds details tabs for triggers the tabPnl is first tab ends up being the trigger details tab and not the generic database object info tab This causes the tabs length to be tab greater than the tabs that are actually in the tabPnl This throws off the selection such that the tab selected in the tab panel does not get rendered until the tab to the right of the selected tab is selected This is a work around for this problem until I can determine why the DatabaseObjectInfoTab never makes it into the tabPnl in the first place ',DESIGN
' TODO Generalize assumes UML type names are unique without the qualifying package names true for UML ',DESIGN
' The implementations of these are all bonus see TODO above I was going to throw an error from these but it appears to be the wrong place to do it ',DESIGN
' Broken class',DEFECT
' TODO We need some way of driving this from panel xml rather than hard coded test',TEST
' this regular expression should cover anything from a a pt or a a com to a a info Permits usage of invalid top domains though p bug fdietz added and as regular characters example mail toplevel mail de p TODO see if we can replace the matching code with Ristretto stuff ',DESIGN
' SSS FIXME Is the ordering correct poll before next ',DESIGN
' FIXME Do not allow multiple threads to do this at once',DESIGN
' TODO add tests to check for name clash long option abbreviations match shortest unique abbreviation ',TEST
' TODO property name will need to be updated for UML x Unfortunately we can specify two property names here',IMPLEMENTATION
' TODO ElementOwnership is not in ModelSubsys ',DESIGN
' Maybe move to vector if MT problems occur',DESIGN
' TODO currently we really do not handle ValueInclusion PARTIAL ValueInclusion PARTIAL would indicate parts of a component need to be included in the select currently we then just render the entire component into the select clause in that case ',DEFECT
' TODO Not implemented by eUML',DEFECT
' ignore it the incoming property could not be found so we cannot be sure what to do here At the very least the safest is to simply not apply any dereference toggling ',DESIGN
' this is ugly here but needed because its a subquery',DESIGN
' TODO Test if the generated string is correct ',TEST
' TODO else alert',IMPLEMENTATION
' this class is not very fast ',DEFECT
' TODO This is a nasty quick hack Needs an API to do this ',DESIGN
